productid;productname;subcategory;category
FUR-FU-10003981;Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock;Furnishings                                       ;Furniture
FUR-FU-10004006;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;Furnishings                                       ;Furniture
FUR-FU-10004017;DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7;Furnishings                                       ;Furniture
FUR-FU-10004018;Eldon Wave Desk Accessories;Furnishings                                       ;Furniture
FUR-FU-10004020;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;Furnishings                                       ;Furniture
FUR-FU-10004053;"""Executive Impressions 13"""" Chairman Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004071;"""Executive Impressions 13"""" Chairman Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004090;Tensor Computer Mounted Lamp;Furnishings                                       ;Furniture
FUR-FU-10004091;Advantus Panel Wall Acrylic Frame;Furnishings                                       ;Furniture
FUR-FU-10004093;DAX Two-Tone Silver Metal Document Frame;Furnishings                                       ;Furniture
FUR-FU-10004164;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;Furnishings                                       ;Furniture
FUR-FU-10004188;"""Executive Impressions 14"""" Contract Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004245;Eldon 200 Class Desk Accessories, Black;Furnishings                                       ;Furniture
FUR-FU-10004270;Eldon 200 Class Desk Accessories, Black;Furnishings                                       ;Furniture
FUR-FU-10004306;Hand-Finished Solid Wood Document Frame;Furnishings                                       ;Furniture
FUR-FU-10004351;Eldon 300 Class Desk Accessories, Black;Furnishings                                       ;Furniture
FUR-FU-10004415;Luxo Professional Combination Clamp-On Lamps;Furnishings                                       ;Furniture
FUR-FU-10004460;"""Career Cubicle Clock, 8 1/4"""", Black""";Furnishings                                       ;Furniture
FUR-FU-10004586;Eldon Image Series Desk Accessories, Burgundy;Furnishings                                       ;Furniture
FUR-FU-10004587;Eldon Image Series Desk Accessories, Burgundy;Furnishings                                       ;Furniture
FUR-FU-10004597;Electrix Halogen Magnifier Lamp;Furnishings                                       ;Furniture
FUR-FU-10004622;Staple-based wall hangings;Furnishings                                       ;Furniture
FUR-FU-10004665;Stacking Tray, Side-Loading, Legal, Smoke;Furnishings                                       ;Furniture
FUR-FU-10004666;"""Howard Miller 12"""" Round Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004671;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;Furnishings                                       ;Furniture
FUR-FU-10004712;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;Furnishings                                       ;Furniture
FUR-FU-10004748;Eldon Cleatmat Chair Mats for Medium Pile Carpets;Furnishings                                       ;Furniture
FUR-FU-10004845;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;Furnishings                                       ;Furniture
FUR-FU-10004848;3M Polarizing Task Lamp with Clamp Arm, Light Gray;Furnishings                                       ;Furniture
FUR-FU-10004864;DAX Clear Channel Poster Frame;Furnishings                                       ;Furniture
FUR-FU-10004904;"""Executive Impressions 12"""" Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004909;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;Furnishings                                       ;Furniture
FUR-FU-10004952;"""Howard Miller 16"""" Diameter Gallery Wall Clock""";Furnishings                                       ;Furniture
FUR-FU-10004960;Deflect-o EconoMat Nonstudded, No Bevel Mat;Furnishings                                       ;Furniture
FUR-FU-10004963;DAX Solid Wood Frames;Furnishings                                       ;Furniture
FUR-FU-10004973;DAX Solid Wood Frames;Furnishings                                       ;Furniture
FUR-TA-10000198;Eldon 500 Class Desk Accessories;Furnishings                                       ;Furniture
FUR-TA-10000577;Eldon 500 Class Desk Accessories;Furnishings                                       ;Furniture
FUR-TA-10000617;"""Eldon """"L"""" Workstation Diamond Chairmat""";Furnishings                                       ;Furniture
FUR-TA-10000688;Contemporary Wood/Metal Frame;Furnishings                                       ;Furniture
FUR-TA-10000849;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;Furnishings                                       ;Furniture
FUR-TA-10001039;"""Seth Thomas 12"""" Clock w/ Goldtone Case""";Furnishings                                       ;Furniture
FUR-TA-10001086;Eldon 400 Class Desk Accessories, Black Carbon;Furnishings                                       ;Furniture
FUR-TA-10001095;Flat Face Poster Frame;Furnishings                                       ;Furniture
FUR-TA-10001307;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;Tables                                            ;Furniture
FUR-TA-10001520;Bretford CR4500 Series Slim Rectangular Table;Tables                                            ;Furniture
FUR-TA-10001539;Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal;Tables                                            ;Furniture
FUR-TA-10001676;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;Tables                                            ;Furniture
FUR-TA-10001691;Bevis Rectangular Conference Tables;Tables                                            ;Furniture
FUR-TA-10001705;KI Adjustable-Height Table;Tables                                            ;Furniture
FUR-TA-10001768;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;Tables                                            ;Furniture
FUR-TA-10001771;Chromcraft Round Conference Tables;Tables                                            ;Furniture
FUR-TA-10001857;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;Tables                                            ;Furniture
FUR-TA-10001866;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;Tables                                            ;Furniture
FUR-TA-10001889;Chromcraft Rectangular Conference Tables;Tables                                            ;Furniture
FUR-TA-10001932;Hon 61000 Series Interactive Training Tables;Tables                                            ;Furniture
FUR-TA-10001950;Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops;Tables                                            ;Furniture
FUR-TA-10002041;Bush Advantage Collection Round Conference Table;Tables                                            ;Furniture
FUR-TA-10002228;Hon Racetrack Conference Tables;Tables                                            ;Furniture
FUR-TA-10002356;Bush Cubix Conference Tables, Fully Assembled;Tables                                            ;Furniture
FUR-TA-10002530;Balt Solid Wood Rectangular Table;Tables                                            ;Furniture
FUR-TA-10002533;Bevis Round Conference Room Tables and Bases;Tables                                            ;Furniture
FUR-TA-10002607;Bush Advantage Collection Racetrack Conference Table;Tables                                            ;Furniture
FUR-TA-10002622;"""Chromcraft 48"""" x 96"""" Racetrack Double Pedestal Table""";Tables                                            ;Furniture
FUR-TA-10002645;Balt Solid Wood Round Tables;Tables                                            ;Furniture
FUR-TA-10002774;Bevis Round Conference Table Top, X-Base;Tables                                            ;Furniture
FUR-TA-10002855;Bevis Traditional Conference Table Top, Plinth Base;Tables                                            ;Furniture
FUR-TA-10002903;Bevis Boat-Shaped Conference Table;Tables                                            ;Furniture
FUR-TA-10002958;"""Iceberg OfficeWorks 42"""" Round Tables""";Tables                                            ;Furniture
FUR-TA-10003008;BPI Conference Tables;Tables                                            ;Furniture
FUR-TA-10003238;KI Conference Tables;Tables                                            ;Furniture
FUR-TA-10003392;Bush Andora Conference Table, Maple/Graphite Gray Finish;Tables                                            ;Furniture
FUR-TA-10003469;Hon Rectangular Conference Tables;Tables                                            ;Furniture
FUR-TA-10003473;Laminate Occasional Tables;Tables                                            ;Furniture
FUR-TA-10003569;Bevis Round Conference Table Top & Single Column Base;Tables                                            ;Furniture
FUR-TA-10003715;"""Bevis Round Bullnose 29"""" High Table Top""";Tables                                            ;Furniture
FUR-TA-10003748;Bevis Oval Conference Table, Walnut;Tables                                            ;Furniture
FUR-TA-10003837;Lesro Round Back Collection Coffee Table, End Table;Tables                                            ;Furniture
FUR-TA-10003954;"""Chromcraft Bull-Nose Wood 48"""" x 96"""" Rectangular Conference Tables""";Tables                                            ;Furniture
FUR-TA-10004086;Global Adaptabilities Conference Tables;Tables                                            ;Furniture
FUR-TA-10004147;Balt Split Level Computer Training Table;Tables                                            ;Furniture
FUR-TA-10004152;Bretford Rectangular Conference Table Tops;Tables                                            ;Furniture
FUR-TA-10004154;Bretford CR8500 Series Meeting Room Furniture;Tables                                            ;Furniture
FUR-TA-10004175;Hon 2111 Invitation Series Corner Table;Tables                                            ;Furniture
FUR-TA-10004256;Bevis 36 x 72 Conference Tables;Tables                                            ;Furniture
